title,predicted_category
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Autos brannten,Raub
Jugendliche nach versuchter räuberischer Erpressung festgenommen,Diebstahl
Schwerverletzter nach Zusammenstoß zwischen Lastwagen und Auto,Brandstiftung
Nach Zusammenstoß gegen Baum geprallt,Raub
Festnahme nach gefährlicher Körperverletzung,Diebstahl
Auto und Führerschein beschlagnahmt,Brandstiftung
Diebestour gestoppt - Festnahmen,Raub
Verkehrsunfall mit anschließender Reanimation,Raub
Mann mit Messer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Wohnungsbrand - Festnahme,Diebstahl
Unbekannte attackieren Fahrgast,Raub
Fünf Verletzte bei Unfall,Verkehrsunfall
Autobrand,Brandstiftung
Auto kippt auf die Seite,Brandstiftung
Zusammenstoß zwischen Motorrad und Auto- ein Schwerverletzter,Raub
Überfall auf Apotheke – Jugendliche festgenommen,Raub
Verbotenes Kraftfahrzeugrennen mit stillgelegtem Fahrzeug,Raub
Polizeibeamter bei Fahrzeugkontrolle verletzt,Verkehrsunfall
Mann bei Messerangriff verletzt,Verkehrsunfall
Polizeieinsatz nach Schüssen im Hinterhof,Diebstahl
Lebensmitteldiscounter überfallen,Raub
Polizist bei Festnahme verletzt,Verkehrsunfall
Nicht angemeldete Demonstration und Abbrennen von Pyrotechnik,Raub
Mann bei versuchtem Überfall leicht verletzt,Verkehrsunfall
Vermisste Frau getötet - Festnahme,Raub
Auto brannte,Brandstiftung
20-Jähriger durch Messerstiche verletzt,Raub
Flasche in Richtung von Polizisten geworfen - Festnahme,Sachbeschädigung
Festnahme nach gefährlicher Körperverletzung,Diebstahl
Schwerer Raub auf Zigarettengroßhandel,Raub
Brand in Restaurant,Sachbeschädigung
Brandkommissariat ermittelt,Raub
Transporter brannte,Raub
Verkehrsunfälle mit schwer verletzten Motorradfahrern,Raub
Fahrzeugbrand in Tiefgarage,Sachbeschädigung
Zusammenstoß zwischen Polizeifahrzeug und Auto - zwei Leichtverletzte,Brandstiftung
Autos zusammengestoßen - zwei Schwerverletzte,Raub
Polizist rassistisch beschimpft,Raub
Auseinandersetzung zwischen Vater und Sohn - Verdacht eines versuchten Tötungsdelikts,Raub
Auto angezündet,Brandstiftung
Feuer in Obdachlosenunterkunft - Mann lebensgefährlich verletzt,Sachbeschädigung
Mädchen bei Unfall schwer verletzt,Verkehrsunfall
Zweiradfahrer bei Unfall schwer verletzt,Verkehrsunfall
Mehrere Brandstiftungen,Raub
Nach Handtaschenraub - Tatverdächtiger festgenommen,Diebstahl
Gefährliche Körperverletzung,Raub
Falsches Spiel,Raub
Hausfassaden mit Farbe besprüht,Raub
Discounter überfallen,Raub
Auto brannte,Brandstiftung
Zwei Verletzte bei Unfall,Verkehrsunfall
Einbruch in Elektronikgeschäft,Sachbeschädigung
Festnahme nach Auseinandersetzung,Diebstahl
Wohnanhänger brennt aus,Raub
Nach Körperverletzung Festnahmen auf Bahnsteig,Diebstahl
Mit Auto in Geschäft gefahren,Brandstiftung
Mitarbeiter eines Discounters überfallen,Raub
Brennende Fahrzeuge,Raub
Mann rassistisch beleidigt und geschlagen,Körperverletzung
Desinfektionsmittel verschwunden,Raub
Frau fremdenfeindlich beleidigt und verfolgt,Körperverletzung
Geldausgabeautomat aufgebrochen,Raub
Zwei verletzte Motorradfahrer nach Fahrt in den Gegenverkehr,Sachbeschädigung
Verbotene Kraftfahrzeugrennen,Raub
Brandstiftungen an geparkten Autos,Raub
U-Bahn besprüht - Festnahmen,Raub
Durchsuchungsmaßnahmen in einer Berliner Tierklinik wegen des Verdachts von schwerwiegenden Verstößen nach dem Tierschutzgesetz,Sachbeschädigung
Polizisten mit Fußtritten angegriffen,Raub
Mann in Bus rassistisch beleidigt,Körperverletzung
Flammen im Hausflur,Raub
Tatverdächtige nach Öffentlichkeitsfahndung ermittelt,Diebstahl
Coronavirus – Neue Masche der Enkeltrickbetrüger,Raub
Festnahmen nach gemeinschaftlichem Straßenraub,Diebstahl
Raub in Spätkauf,Sachbeschädigung
Jugendlicher Rollerfahrer schwer verletzt,Verkehrsunfall
Festnahmen nach mutmaßlichem Rauschgifthandel,Diebstahl
Autotür geöffnet - Radfahrer verletzt,Raub
Verdacht der Brandstiftung,Körperverletzung
Ermittlungen gegen Auszubildenden der Polizei Berlin,Betrug
Wohnmobil brennt am Straßenrand,Raub
Seniorin bei Raub schwer verletzt,Verkehrsunfall
Einfamilienhaus besprüht,Raub
Auto auf Mieterparkplatz brennt aus,Brandstiftung
Bus und Radfahrer stoßen zusammen,Raub
Versuchter Diebstahl eines Geldautomaten,Raub
Pkw brannte,Raub
Kartons vor Wohnungstür angezündet,Raub
Festnahmen nach Raub,Diebstahl
Frau durch Schnitte im Gesicht verletzt,Raub
84-Jährige beim Rückwärtsfahren eingeklemmt und schwer verletzt,Verkehrsunfall
Kradfahrer bei Unfall schwer verletzt,Verkehrsunfall
Auto nach Flucht vor der Polizei beschlagnahmt,Brandstiftung
Tankstelle überfallen,Raub
Autobrand in Tiefgarage,Sachbeschädigung
Fassade mit Steinen und Farbe beschädigt,Raub
Ermittlungen nach Häuslicher Gewalt - Festnahme,Diebstahl
Stadtweite Verkehrskontrollen,Raub
Mehrere Sachbeschädigungen,Raub
Sehr schlechter Scherz,Raub
Mutmaßliches Kokstaxi entdeckt,Raub
Fußgänger tödlich verletzt,Verkehrsunfall
Einbruch in Kaufhaus – Täter mit Schmuck entkommen,Sachbeschädigung
Bus mit diversen Mängeln kontrolliert,Raub
Festnahme nach Drogenhandel,Diebstahl
Hochzeitskorso mit gefährlichem Eingriff in den Straßenverkehr,Sachbeschädigung
Sachbeschädigungen an Bürogebäude,Raub
Brennende Fahrzeuge,Raub
Schließung einer Lebensmittelproduktionsstätte wegen nicht auszuschließender Gesundheitsgefährdung,Raub
Körner ausgestreut,Raub
Radfahrer auf Kopf gestürzt,Raub
Polizisten mit Reizgas und Farbe besprüht,Raub
Polizisten bei Widerstand verletzt,Verkehrsunfall
Schwer verletzter Motorradfahrer nach Verkehrsunfall,Verkehrsunfall
Raub nach Reizgasangriff,Diebstahl
Keine Anhaltspunkte für ein Fremdverschulden,Raub
Nach Unfall mit E-Scooter schwer verletzt,Verkehrsunfall
Festnahme nach Trickbetrug,Diebstahl
Auto und Transporter brannten,Brandstiftung
Flüchtender Rollerfahrer gestoppt,Raub
Seniorin auf die Fahrbahn gestoßen,Raub
Busfahrer beraubt,Raub
Illegales Autorennen gestoppt,Raub
Zivilcourage ermöglicht Festnahme nach Handtaschendiebstahl,Diebstahl
Festnahme nach versuchtem räuberischem Diebstahl,Diebstahl
Tatverdächtiger nach Feuer im Kriminalgericht Tiergarten festgenommen,Diebstahl
Vor der Überprüfung geflüchtet,Raub
Verbotenen Gruß gezeigt,Raub
Ermittlungen nach Handydiebstahl und körperlicher Auseinandersetzung,Diebstahl
Radfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Auto brannte,Brandstiftung
Straftaten im Stadion,Raub
Mann nach Raub festgenommen,Diebstahl
Auseinandersetzung im Park,Raub
Würzige Gerüche aus einem Fahrzeug,Raub
Fernsehteam angegriffen,Raub
Brennendes Fahrzeug,Raub
Fahrzeug ausgebrannt,Raub
Alleinunfall mit schwerverletzter Person,Raub
Zwei Schwerverletzte bei Verkehrsunfall,Verkehrsunfall
Nach Autodiebstahl festgenommen,Diebstahl
Fortführung der strukturellen Veränderungen bei der Polizei Berlin,Raub
Unbekannter Unfallhergang - Ermittlerinnen und Ermittler suchen Zeugen,Raub
Schwerer Verkehrsunfall nach mutmaßlichem Autorennen,Diebstahl
Festnahme durch aufmerksame Nachbarin,Diebstahl
Antisemitisch beleidigt,Körperverletzung
Betrunkener Autofahrer nach Verfolgungsfahrt festgenommen,Diebstahl
Auseinandersetzung zweier Personengruppen,Raub
Fahrgäste in U-Bahn attackiert,Sachbeschädigung
Säugling bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Verdacht des illegalen Kraftfahrzeugrennens,Raub
Festnahme nach schwerem Raub in Lokal,Sachbeschädigung
Im Fahrzeug überfallen,Raub
Autofahrerin nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Nach Streitigkeiten wegen der Abstammung beleidigt,Körperverletzung
Schnittverletzungen im Gesicht,Raub
Auseinandersetzung mit Messer,Raub
Gleich zweimal zu schnell,Raub
Autofahrer bei Verkehrsunfall tödlich verunglückt,Raub
Verabschiedung des Leiters der Polizeidirektion 2 in den Ruhestand,Sachbeschädigung
Festnahmen nach Graffitischmierereien,Diebstahl
Ermittlungen wegen des Verdachts der Bedrohung,Raub
Tatverdächtiger nach Raub gesucht - Polizei bittet um Mithilfe,Diebstahl
Kontrollen von Spielstätten,Raub
11-Jähriger schießt mit Schreckschusswaffe – SEK Einsatz,Raub
Radfahrerin nach Zusammenstoß mit Fahrzeug schwer verletzt,Verkehrsunfall
Mit abgebrochener Flasche zugestochen,Raub
Frau bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Arzt mit Messer attackiert,Raub
Nach Veröffentlichung von Bildern- Tatverdächtiger konnte identifiziert werden,Diebstahl
Überfall mit Waffe auf eine Reinigung,Raub
Drogen und Chemikalien in Wohnung,Sachbeschädigung
Festnahme in Bar,Sachbeschädigung
BVG Sicherheitsmitarbeiter bei Kontrolle schwer verletzt,Verkehrsunfall
Rollerfahrerin nach Unfall verstorben,Verkehrsunfall
Tatverdächtiger hat sich gemeldet,Raub
Zeitungsläden überfallen,Raub
Bar und Gaststätten überprüft,Raub
Frau nach Unfall durch die Luft geschleudert,Diebstahl
Zu Fuß über die Autobahn geflüchtet,Raub
Einsatzkräfte löschen Flammen am Auto,Brandstiftung
Kind bei Verkehrsunfall schwer verletzt,Verkehrsunfall
125 Stundenkilometer zu schnell,Raub
Brandstiftung in Wohnhaus,Sachbeschädigung
Festnahmen nach versuchtem Einbruch,Diebstahl
Nach Streit auf dem Bahnsteig von U-Bahn überrollt,Raub
Festnahme nach Autodiebstahl,Diebstahl
Bilanz zu den Berliner Verkehrssicherheitstagen,Raub
Jugendgruppe schlug und trat zu,Raub
Einbrecher stellte sich freiwillig,Raub
Festnahme falscher Polizeibeamter,Raub
Ohne Führerschein und mit hoher Geschwindigkeit unterwegs,Raub
Versuchter Einbruch in Lotto- und Tabakwarengeschäft - Festnahmen,Sachbeschädigung
Zeugen verhindern Ausweitung eines Feuers,Raub
Zwei Festnahmen nach Raub,Diebstahl
"Bespuckt, geschlagen und beleidigt",Körperverletzung
Zu schnell und ohne Fahrerlaubnis,Raub
Fußgängerin nach Verkehrsunfall verstorben,Verkehrsunfall
Mehrfach gegen den Kopf getreten,Raub
Frau prallt mit BMW gegen Poller und Verkehrsschild,Raub
Festnahme beim Portionieren von Drogen - Haftbefehle erlassen,Diebstahl
Fahrzeug auf Firmengelände angezündet,Raub
Polizeimitarbeiter nach Steinwürfen verletzt,Verkehrsunfall
Auto brannte,Brandstiftung
Mit Machete angegriffen,Raub
Aggressiver 34-Jähriger beleidigt Paar und Polizisten,Körperverletzung
Mit Messern zugestochen,Raub
Verkehrsunfall mit schwerverletztem Autofahrer,Raub
Festnahme von Drogenkurieren,Diebstahl
Raubserie aufgeklärt,Raub
Anhänger in Brand gesetzt,Sachbeschädigung
Fußgängerin schwer verletzt,Verkehrsunfall
Kradfahrer nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Zivilcourage ermöglicht Festnahme,Raub
Mann mit Waffe in Supermarkt - Festnahme,Sachbeschädigung
Festnahme nach Kokain-Handel,Diebstahl
Mann in Lokal attackiert,Sachbeschädigung
Auseinandersetzung auf der Straße,Raub
Hauswand beschmiert,Raub
Autofahrer flüchtet vor der Polizei,Betrug
Tatverdächtiger zu Öffentlichkeitsfahndung ermittelt,Raub
Jugendlicher mit Messer verletzt,Raub
Festnahme nach versuchten Einbrüchen,Diebstahl
Auto brannte,Brandstiftung
Festnahme nach Handtaschenraub,Diebstahl
Kokainlieferservice ausgehoben,Raub
Über 2.000 Elektrogeräte bei Fahrzeugkontrolle beschlagnahmt,Raub
Schwer verletzter Fußgänger,Verkehrsunfall
Gleich zweimal zu schnell,Raub
Radfahrerin von Auto erfasst,Brandstiftung
Mit 150 statt der erlaubten 80 km/h über die Autobahn,Raub
Nach räuberischem Diebstahl – Tatverdächtiger gesucht,Diebstahl
Drei Verletzte nach Explosion,Diebstahl
Betrunken im gestohlenen Fahrzeug - Festnahmen,Raub
Auto und Führerschein beschlagnahmt,Brandstiftung
Vermisste tot aufgefunden,Raub
30-Jähriger mit Messer verletzt,Raub
Brennendes Auto – Ermittlungen wegen Brandstiftung,Brandstiftung
Gedenkstein beschmiert,Raub
Spieler von Fußballmannschaft attackiert und verletzt,Raub
Drei Männer verletzt,Raub
Unbekannter Toter auf Baustelle in Neukölln aufgefunden - Polizei bittet um Mithilfe,Sachbeschädigung
Sachbeschädigungen durch Feuer,Raub
Nach gescheiterten Annäherungsversuchen transphob beleidigt und mit Reizgas besprüht,Körperverletzung
Raub von Rucksäcken,Raub
Streit unter Kraftfahrern,Raub
Auseinandersetzung vor Diskothek,Raub
Festnahme nach Geschäftseinbruch,Diebstahl
Busfahrer beleidigt und angespuckt,Körperverletzung
Verletzte nach Schlägerei,Diebstahl
Festnahme nach Trickbetrug „Enkeltrick“,Diebstahl
Fußgänger tödlich verletzt,Verkehrsunfall
Autofahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Schwerverletzter bei Auffahrunfall,Raub
Berliner Verkehrssicherheitstage - Verstärkte Verkehrsüberwachung im gesamten Stadtgebiet,Raub
Straßenbahn mit Farbe beschmiert,Raub
Nach Verdacht des Drogenhandels Haftbefehl erhalten,Diebstahl
Busfahrer mit Flasche geschlagen,Raub
Festnahmen nach Drogenhandel,Diebstahl
Farbschmiererei mit politischem Hintergrund,Raub
Mitarbeiterin eines Cafés bei Überfall verletzt,Verkehrsunfall
Transmann homophob beleidigt,Körperverletzung
Mit Eiern beworfen - Polizeilicher Staatsschutz ermittelt,Raub
Verbotenes Kraftfahrzeugrennen,Raub
Nach Farbschmierereien - Festnahme,Diebstahl
Festnahme nach versuchtem Einbruch,Diebstahl
Kind von Auto angefahren,Brandstiftung
In die Luft geschossen,Sachbeschädigung
Mehrfach von Männergruppe transphob beleidigt,Körperverletzung
Verletzt nach Angriff,Diebstahl
Festnahme nach Verdacht Rauschgifthandel,Diebstahl
Streit eskaliert - Frau durch Messerstich verletzt,Raub
Dieb tritt zu,Raub
Discounter mit Macheten überfallen,Raub
Radfahrer bei Unfall verletzt,Verkehrsunfall
Frau getötet – zwei Männer festgenommen,Raub
Verstorbene Radfahrerin – Zeugen gesucht,Raub
Junge Männer fremdenfeindlich beleidigt,Körperverletzung
15-jährige Fußgängerin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
"Transphob beleidigt, mit Pfefferspray besprüht und bespuckt",Körperverletzung
Wütender 73-Jähriger fährt Polizistin an,Raub
Mann von Tram angefahren,Raub
Brandstiftungen an geparkten Autos,Raub
Vor der Polizei geflüchtet,Betrug
Festnahme nach versuchtem Fahrraddiebstahl,Diebstahl
Festnahmen nach Sachbeschädigungen und Autoeinbrüchen,Diebstahl
Drei Männer nach versuchtem Einbruch festgenommen,Diebstahl
Mann zündet Böller in Geschäft,Sachbeschädigung
Motorradfahrer schwer verletzt,Verkehrsunfall
Junge Autofahrerin war zu schnell,Raub
Jugendlicher wieder da,Raub
Verbotene Kraftfahrzeugrennen,Raub
Pkw in Brand gesetzt,Sachbeschädigung
Tatverdächtiger nach Drogenhandel festgenommen,Diebstahl
Mann mit Reizgas besprüht,Raub
Tatverdächtiger nach Straßenraub festgenommen,Diebstahl
Blinder überfallen und geschlagen,Raub
Zu schnell auf der AVUS,Raub
Fußgänger bei Unfall schwer verletzt,Verkehrsunfall
Radfahrer nach Unfall verstorben,Verkehrsunfall
Festnahmen nach Diebstählen,Diebstahl
Auto brannte,Brandstiftung
Versuchter Überfall auf Supermarkt - Jugendlicher festgenommen,Raub
Fußgänger von Reisebus überrollt,Raub
Versuchter Einbruch in Einfamilienhaus - Festnahme,Sachbeschädigung
Raub und gefährliche Körperverletzung,Raub
Raub – Die Polizei bitte um Mithilfe,Raub
Diebstahl aus Auto - Festnahme,Brandstiftung
Nach Autorennen Führerscheine und Autos beschlagnahmt,Diebstahl
Festnahme nach versuchtem Fahrzeugdiebstahl,Diebstahl
Mehrere Fahrzeuge bei Brand beschädigt,Raub
Raub in Lebensmittelgeschäft,Sachbeschädigung
Rasierklinge auf Spielplatz gefunden,Raub
Mit Car-Sharing-Fahrzeug vor Polizei geflüchtet und Verkehrsunfall verursacht,Raub
Fußgängerin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Geschwindigkeitsmessung auf der A 100,Raub
Wildschwein nach Verkehrsunfall vom Leiden erlöst,Diebstahl
Mann nach Wohnungsbrand verstorben,Verkehrsunfall
Zusammenstoß auf Kreuzung,Raub
Kradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Mit Zwille geschossen und Reizgas versprüht,Raub
Radfahrer bei Unfall mit Polizeifahrzeug verletzt,Verkehrsunfall
Mutmaßliche Trickbetrüger festgenommen,Raub
Radfahrer nach Sturz verstorben,Verkehrsunfall
Autofahrer verursacht mehrere Verkehrsunfälle,Raub
Autofahrer flüchtet nach Unfall,Diebstahl
Polizeieinsatz nach Landfriedensbruch,Diebstahl
Körperverletzung und Bedrohung mit fremdenfeindlichem Hintergrund,Raub
Funkwagen mit Steinen beworfen - Polizist verletzt,Raub
Überfall auf Geschäft,Raub
Brandstiftung an Motorroller,Raub
Autofahrer kam nach links ab - schwer verletzt,Verkehrsunfall
Fußgängerin schwer verletzt,Verkehrsunfall
Zeuge angegriffen und verletzt,Raub
Mit Carsharing-Auto vor Polizei geflüchtet,Raub
Polizistinnen und Polizisten mit Steinen beworfen,Raub
Demonstration in Friedrichshain,Sachbeschädigung
Auto angezündet,Brandstiftung
Mann mit Messer verletzt,Verkehrsunfall
Fremdenfeindlich beleidigt und geschlagen,Körperverletzung
94-Jähriger überfallen,Raub
Junge Fußgängerin schwer verletzt,Verkehrsunfall
Strukturreform der Polizei Berlin im Kern umgesetzt – Erste Erfolge,Raub
Fußgänger bei Unfall verletzt,Verkehrsunfall
Festnahmen nach schwerem Raub,Diebstahl
Versuch vor Polizei zu flüchten endet an Baum,Raub
Brandstiftungen an Firmenfahrzeugen,Raub
Pkw überschlägt sich,Raub
Verkehrsunfall zwischen Radfahrern,Raub
Fußgänger bei Unfall schwer verletzt,Verkehrsunfall
Seniorin schwer verletzt,Verkehrsunfall
Fußgänger bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Farbschmiererei mit politischem Hintergrund,Raub
Politisch motivierte Sachbeschädigung,Raub
Schwer verletzter Waschbär von Leiden erlöst,Raub
Festnahmen nach Einbruch in ein Autohaus,Sachbeschädigung
Sachbeschädigungen an Schaufensterscheiben sind älter,Raub
Fahrgast versucht sich mit Fäusten der Kontrolle zu entziehen,Raub
Drei Schwerverletzte bei Verkehrsunfall,Raub
Sachbeschädigung an Parteibüro,Raub
83-Jähriger nach Verkehrsunfall verstorben,Verkehrsunfall
Bekämpfung der internationalen Geldwäsche,Körperverletzung
Schwerverletzter nach Verkehrsunfall,Diebstahl
Räuberische Erpressung mit Messer und Elektroschocker,Raub
Galerie überfallen,Raub
Fußgänger bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Postenhäuschen aufgebrochen,Raub
Fußgänger bei Verkehrsunfall verletzt,Verkehrsunfall
Tatverdächtiger nach Fahndung identifiziert,Diebstahl
Zeugen zu tödlich verlaufenem Verkehrsunfall gesucht,Raub
Mutmaßlicher Drogenhändler festgenommen,Raub
Festnahme nach Trickbetrug „Falscher Polizeibeamter“,Diebstahl
Festnahme nach versuchten Taschendiebstählen,Diebstahl
Mutmaßlicher Drogendealer ausgeraubt,Raub
Lkw in Leitplanke verkeilt – langer Stau auf der Stadtautobahn,Sachbeschädigung
Festnahme nach räuberischem Diebstahl,Diebstahl
Betrunken und zu schnell,Raub
Fremdenfeindliche Beleidigungen und versuchte Körperverletzung,Raub
Brennendes Auto,Brandstiftung
Sachbeschädigung mit politischem Hintergrund,Raub
Kradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Überfall auf einen Spätkauf,Raub
Mutmaßlichem Geschäftseinbrecher auf frischer Tat die Freiheit entzogen,Raub
Festnahme nach Einbruch in Einfamilienhaus,Sachbeschädigung
Nach schwerer Körperverletzung Haftbefehle erlassen,Raub
Farbschmierereien bei Spontanversammlung,Raub
Bei Verkehrsunfall leicht verletzt,Verkehrsunfall
Seitenscheibe eingeschlagen - Festnahme,Raub
Kokaintaxi entdeckt - Festnahme,Diebstahl
Bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Festnahmen nach Straßenraub,Diebstahl
Polizist bei tätlichem Angriff und Widerstand verletzt,Raub
Geldtransport überfallen,Raub
Fahrübungen führten zu Verkehrsunfall,Raub
Beim Drogenhandel beobachtet - Festnahme,Raub
Motorradfahrer von Auto erfasst,Brandstiftung
Kinder bei Verkehrsunfällen schwer verletzt,Verkehrsunfall
Drogen bei Fahrzeugkontrolle gefunden,Raub
Räuber erhielt Haftbefehl,Raub
Drogenfund bei Wohnungsdurchsuchung,Raub
Bewaffneter Raubüberfall auf Spielhalle,Raub
Bus mit Flasche beworfen,Raub
Mann von Unbekanntem lebensgefährlich verletzt,Raub
Junge Frau bei versuchtem Raub verletzt,Verkehrsunfall
Polizeibeamte bei Personenkontrolle verletzt,Verkehrsunfall
Fußgängerin angefahren,Raub
Radfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Raub in der Sonnenallee,Sachbeschädigung
Diebestour gestoppt,Raub
Bei Überfall Schuss in die Luft abgegeben,Sachbeschädigung
Landfriedensbruch,Raub
Mann nach Gewaltexzess festgenommen,Diebstahl
Kioskangestellte fremdenfeindlich beleidigt,Körperverletzung
Sachbeschädigung an Wahlkreisbüro,Raub
Motorradfahrer verstorben,Verkehrsunfall
Brandkommissariat ermittelt,Raub
Festnahme von Taschendieben,Diebstahl
Polizisten volksverhetzend beleidigt,Körperverletzung
Polizist angegriffen und ausländerfeindlich beleidigt,Körperverletzung
Senior schwer verletzt,Verkehrsunfall
Tankstelle überfallen,Raub
Beifahrerin am Unfallort verstorben,Verkehrsunfall
Raubüberfall auf Getränkemarkt,Raub
Weltkriegsbombe gefunden,Raub
Festnahme nach Graffiti-Schmiererei,Diebstahl
Festnahme nach versuchtem Raub und Bedrohung,Diebstahl
Zigarette und Drogen mit Messer gefordert - Festnahme,Raub
Festnahme nach Drogenverkauf an Minderjährigen,Diebstahl
Auto auf Parkplatz brannte,Brandstiftung
Mitarbeiter der BVG mit Schlagstock attackiert - Festnahme,Raub
Festnahmen nach versuchtem Wohnungseinbruch,Diebstahl
Duo eines Quartetts ins Netz gegangen,Raub
Wildschwein von seinen Leiden erlöst,Raub
Zeitungsladen überfallen,Raub
Zwei verletzte Einsatzkräfte nach Angriff mit Feuerlöscher,Diebstahl
Volksverhetzungen,Raub
Feuer an Schulgebäude,Raub
Radfahrerin von BVG-Bus überrollt,Raub
Wohnungseinbrecher festgenommen,Raub
Viel zu schnell unterwegs,Raub
Autofahrerin erfasst Fußgängerinnen,Raub
"Erst rassistisch beleidigt, dann gedroht",Körperverletzung
Homophob beleidigt und versucht zu schlagen,Körperverletzung
Körperverletzung und Beleidigung,Raub
19-Jähriger nach Angriff mit Flasche verletzt,Diebstahl
Verkehrsunfall nach Geschäftseinbruch,Diebstahl
Passanten um Hilfe gebeten – Täter flüchteten,Raub
Fremdenfeindlich beleidigt und bedroht,Körperverletzung
Mutmaßliche Graffitisprayer festgenommen,Raub
Handtaschenraub misslang,Raub
Mehrere Verletzte nach Sprühen von Pfefferspray,Diebstahl
"Staatsbesuch – Einschränkungen zu Lande, zu Wasser und in der Luft",Sachbeschädigung
Fußgänger bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Polizist schwer verletzt,Verkehrsunfall
Kinder bei Verkehrsunfällen schwer verletzt,Verkehrsunfall
Mann sticht auf Frau ein,Raub
Frau und Mann lebensbedrohlich verletzt,Raub
Motorradfahrer schwer verletzt,Verkehrsunfall
Tote aus Spree geborgen,Raub
Ohne Führerschein vor der Polizei geflüchtet,Betrug
Einnahmen von Tankstelle geraubt,Raub
Stadtweite Verkehrsbehinderungen anlässlich einer Traktorensternfahrt,Raub
Fahrzeug überschlug sich,Raub
Gegen Ampelmast gerast und geflüchtet,Raub
Einsatz im Görlitzer Park,Raub
Motorradfahrer verstorben,Verkehrsunfall
Fahrzeug einer Gewerkschaft beschädigt,Raub
Landfriedensbruch und Steinwürfe,Raub
Festnahme nach versuchtem Wohnungseinbruch,Diebstahl
Fahrzeugsicherstellung nach Verfolgungsfahrt,Diebstahl
Cannabis-Plantage nach Wohnungsbrand entdeckt,Diebstahl
Frau wehrt sich bei Überfall und wird ins Gesicht geschlagen,Sachbeschädigung
Motorrad brannte,Raub
72-Jähriger fremdenfeindlich beleidigt und angegriffen,Körperverletzung
Jugendlicher erlitt lebensgefährliche Verletzungen,Raub
Festnahme nach Sachbeschädigungen und tätlichem Angriff auf Polizisten,Diebstahl
Ordnungswidrigkeiten und Straftat begangen - Führerschein und Auto beschlagnahmt,Brandstiftung
Polizist von randalierender Person verletzt,Raub
Durchsuchungen im islamistischen Milieu in mehreren Bundesländern,Sachbeschädigung
Nach Verkehrsunfall - Fahrer schlägt nach Polizisten,Diebstahl
Lokal wegen Verdachts des Drogenhandels geschlossen,Raub
Mit Beute nach Überfall geflüchtet,Diebstahl
Spätkauf überfallen,Raub
Senior nach Wohnungsbrand verstorben,Verkehrsunfall
Fußgänger von abbiegendem Pkw erfasst,Raub
Festnahmen nach Diebstahl aus Kfz,Diebstahl
Festnahme nach Wohnungseinbruch,Diebstahl
Versuchter Straßenraub – zwei Festnahmen,Diebstahl
Geldausgabeautomat gestohlen,Raub
Steine gegen Bus geworfen,Raub
Feuerwehrmann außer Dienst leicht verletzt,Verkehrsunfall
Taxifahrer nach Angriff im Krankenhaus,Diebstahl
Auto und Führerschein nach verbotenem Kraftfahrzeugrennen beschlagnahmt,Brandstiftung
"Vor der Polizei geflüchtet - Polizeikräfte, ein Autofahrer und ein Beifahrer verletzt",Raub
Mehrere Festnahmen nach Drogenverkauf,Diebstahl
Kondome gestohlen - Festnahme nach räuberischem Diebstahl,Diebstahl
Fußballschals geraubt,Raub
Elfjähriger Junge bei Unfall schwer verletzt,Verkehrsunfall
Autofahrer im Krankenhaus verstorben,Verkehrsunfall
Geblitzt,Raub
Weiterer Tatverdächtiger nach versuchtem Raubmord festgenommen,Diebstahl
Schwerpunkteinsatz zur Bekämpfung krimineller Strukturen,Raub
Frau beleidigt - Lebensgefährte verletzt,Körperverletzung
Beim Taschendiebstahl beobachtet und festgenommen,Raub
Mit Holzlatte zugeschlagen,Raub
Transmann geschlagen,Raub
Raub von schnurlosen Kopfhörern missglückt – Festnahme eines Jugendlichen,Raub
Supermarkt überfallen,Raub
Nach versuchtem Wohnungseinbruch Fuß eingeklemmt - Festnahme,Diebstahl
Schwer verletzter Radfahrer,Verkehrsunfall
Verbotenes Kraftfahrzeugrennen,Raub
Zwei Männer bei Unfall verletzt,Verkehrsunfall
Festnahmen nach bewaffnetem Überfall,Diebstahl
Funkwagen kam von Fahrbahn ab - drei Polizeibeamte verletzt,Raub
Auto fährt in Gartencenter,Brandstiftung
Kirchengebäude beschmiert,Raub
Rauschgift bei Wohnungsdurchsuchung gefunden,Raub
Autofahrer erfasst Kind,Raub
